"subid","order","trial","speaker","request_type","question_type","correct","polite_speaker","answer","choose_polite","sex","age"
"160817_01",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160817_05",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160817_07",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",3
"160818_05",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160818_06",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160819_02",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160819_06",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160819_07",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160822_01",2,"trial4_1","Impolite","please_idq","nice",0,2,1,0,"M",4
"160822_03",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160822_04",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160823_01",2,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",3
"160729_02",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"M",3
"160802_01",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160802_03",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",4
"160804_01",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160811_03",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160816_06",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160817_01",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"F",3
"160817_05",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",4
"160817_07",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160818_05",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160818_06",2,"trial4_2","Polite","please_idq","play_with",NA,2,NA,NA,"F",3
"160819_02",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"F",4
"160819_06",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",4
"160819_07",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"F",4
"160822_01",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160822_03",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",4
"160822_04",2,"trial4_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160823_01",2,"trial4_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160729_02",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",3
"160802_01",2,"trial5_1","Polite","idq","rude",0,1,1,1,"M",3
"160802_03",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",4
"160804_01",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",3
"160811_03",2,"trial5_1","Polite","idq","rude",1,1,2,0,"F",3
"160816_06",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",3
"160817_01",2,"trial5_1","Polite","idq","rude",1,1,2,0,"F",3
"160817_05",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",4
"160817_07",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",3
"160818_05",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",4
"160818_06",2,"trial5_1","Polite","idq","rude",1,1,2,0,"F",3
"160819_02",2,"trial5_1","Polite","idq","rude",1,1,2,0,"F",4
"160819_06",2,"trial5_1","Polite","idq","rude",0,1,1,1,"M",4
"160819_07",2,"trial5_1","Polite","idq","rude",1,1,2,0,"F",4
"160822_01",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",4
"160822_03",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",4
"160822_04",2,"trial5_1","Polite","idq","rude",0,1,1,1,"M",4
"160823_01",2,"trial5_1","Polite","idq","rude",1,1,2,0,"M",3
"160729_02",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",3
"160802_01",2,"trial5_2","Impolite","idq","compliance",0,1,2,0,"M",3
"160802_03",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",4
"160804_01",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",3
"160811_03",2,"trial5_2","Impolite","idq","compliance",NA,1,NA,NA,"F",3
"160816_06",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",3
"160817_01",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"F",3
"160817_05",2,"trial5_2","Impolite","idq","compliance",0,1,2,0,"M",4
"160817_07",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",3
"160818_05",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",4
"160818_06",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"F",3
"160819_02",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"F",4
"160819_06",2,"trial5_2","Impolite","idq","compliance",0,1,2,0,"M",4
"160819_07",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"F",4
"160822_01",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",4
"160822_03",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",4
"160822_04",2,"trial5_2","Impolite","idq","compliance",0,1,2,0,"M",4
"160823_01",2,"trial5_2","Impolite","idq","compliance",1,1,1,1,"M",3
"160729_02",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",3
"160802_01",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",3
"160802_03",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",4
"160804_01",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"M",3
"160811_03",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"F",3
"160816_06",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"M",3
"160817_01",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"F",3
"160817_05",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",4
"160817_07",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"M",3
"160818_05",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"M",4
"160818_06",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"F",3
"160819_02",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"F",4
"160819_06",2,"trial6_1","Polite","please_idq","polite",0,1,2,0,"M",4
"160819_07",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"F",4
"160822_01",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",4
"160822_03",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",4
"160822_04",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",4
"160823_01",2,"trial6_1","Polite","please_idq","polite",1,1,1,1,"M",3
"160729_02",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160802_01",2,"trial6_2","Impolite","please_idq","compliance",0,1,2,0,"M",3
"160802_03",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160804_01",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160811_03",2,"trial6_2","Impolite","please_idq","compliance",0,1,2,0,"F",3
"160816_06",2,"trial6_2","Impolite","please_idq","compliance",0,1,2,0,"M",3
"160817_01",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"F",3
"160817_05",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160817_07",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160818_05",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160818_06",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"F",3
"160819_02",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"F",4
"160819_06",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160819_07",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"F",4
"160822_01",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160822_03",2,"trial6_2","Impolite","please_idq","compliance",0,1,2,0,"M",4
"160822_04",2,"trial6_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160823_01",2,"trial6_2","Impolite","please_idq","compliance",0,1,2,0,"M",3
"160729_02",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160802_01",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160802_03",2,"trial7_1","Polite","please_idq","rude",0,1,1,1,"M",4
"160804_01",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160811_03",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"F",3
"160816_06",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160817_01",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"F",3
"160817_05",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",4
"160817_07",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160818_05",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",4
"160818_06",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"F",3
"160819_02",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"F",4
"160819_06",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",4
"160819_07",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"F",4
"160822_01",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",4
"160822_03",2,"trial7_1","Polite","please_idq","rude",NA,1,NA,NA,"M",4
"160822_04",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",4
"160823_01",2,"trial7_1","Polite","please_idq","rude",1,1,2,0,"M",3
"160729_02",2,"trial7_2","Impolite","please_idq","play_with",NA,1,NA,NA,"M",3
"160802_01",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160802_03",2,"trial7_2","Impolite","please_idq","play_with",0,1,2,0,"M",4
"160804_01",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160811_03",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160816_06",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160817_01",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160817_05",2,"trial7_2","Impolite","please_idq","play_with",0,1,2,0,"M",4
"160817_07",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160818_05",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160818_06",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160819_02",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"F",4
"160819_06",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160819_07",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"F",4
"160822_01",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160822_03",2,"trial7_2","Impolite","please_idq","play_with",NA,1,NA,NA,"M",4
"160822_04",2,"trial7_2","Impolite","please_idq","play_with",0,1,2,0,"M",4
"160823_01",2,"trial7_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160729_02",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",3
"160802_01",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",3
"160802_03",2,"trial8_1","Impolite","please","nice",0,2,1,0,"M",4
"160804_01",2,"trial8_1","Impolite","please","nice",0,2,1,0,"M",3
"160811_03",2,"trial8_1","Impolite","please","nice",1,2,2,1,"F",3
"160816_06",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",3
"160817_01",2,"trial8_1","Impolite","please","nice",1,2,2,1,"F",3
"160817_05",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",4
"160817_07",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",3
"160818_05",2,"trial8_1","Impolite","please","nice",0,2,1,0,"M",4
"160818_06",2,"trial8_1","Impolite","please","nice",1,2,2,1,"F",3
"160819_02",2,"trial8_1","Impolite","please","nice",1,2,2,1,"F",4
"160819_06",2,"trial8_1","Impolite","please","nice",0,2,1,0,"M",4
"160819_07",2,"trial8_1","Impolite","please","nice",1,2,2,1,"F",4
"160822_01",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",4
"160822_03",2,"trial8_1","Impolite","please","nice",NA,2,NA,NA,"M",4
"160822_04",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",4
"160823_01",2,"trial8_1","Impolite","please","nice",1,2,2,1,"M",3
"160729_02",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",3
"160802_01",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",3
"160802_03",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",4
"160804_01",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",3
"160811_03",2,"trial8_2","Polite","please","compliance",1,2,2,1,"F",3
"160816_06",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",3
"160817_01",2,"trial8_2","Polite","please","compliance",0,2,1,0,"F",3
"160817_05",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",4
"160817_07",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",3
"160818_05",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",4
"160818_06",2,"trial8_2","Polite","please","compliance",1,2,2,1,"F",3
"160819_02",2,"trial8_2","Polite","please","compliance",1,2,2,1,"F",4
"160819_06",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",4
"160819_07",2,"trial8_2","Polite","please","compliance",1,2,2,1,"F",4
"160822_01",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",4
"160822_03",2,"trial8_2","Polite","please","compliance",NA,2,NA,NA,"M",4
"160822_04",2,"trial8_2","Polite","please","compliance",1,2,2,1,"M",4
"160823_01",2,"trial8_2","Polite","please","compliance",0,2,1,0,"M",3
"160729_02",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160802_01",2,"trial9_1","Polite","please_idq","mean",0,1,1,1,"M",3
"160802_03",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160804_01",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160811_03",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160816_06",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160817_01",2,"trial9_1","Polite","please_idq","mean",0,1,1,1,"F",3
"160817_05",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160817_07",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160818_05",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160818_06",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160819_02",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160819_06",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160819_07",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160822_01",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160822_03",2,"trial9_1","Polite","please_idq","mean",NA,1,NA,NA,"M",4
"160822_04",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160823_01",2,"trial9_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160729_02",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160802_01",2,"trial9_2","Impolite","please_idq","compliance",0,1,2,0,"M",3
"160802_03",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160804_01",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160811_03",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"F",3
"160816_06",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160817_01",2,"trial9_2","Impolite","please_idq","compliance",0,1,2,0,"F",3
"160817_05",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160817_07",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160818_05",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160818_06",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"F",3
"160819_02",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"F",4
"160819_06",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160819_07",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"F",4
"160822_01",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",4
"160822_03",2,"trial9_2","Impolite","please_idq","compliance",NA,1,NA,NA,"M",4
"160822_04",2,"trial9_2","Impolite","please_idq","compliance",0,1,2,0,"M",4
"160823_01",2,"trial9_2","Impolite","please_idq","compliance",1,1,1,1,"M",3
"160729_02",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160802_01",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160802_03",2,"trial10_1","Impolite","idq","nice",0,2,1,0,"M",4
"160804_01",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160811_03",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"F",3
"160816_06",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160817_01",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"F",3
"160817_05",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",4
"160817_07",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160818_05",2,"trial10_1","Impolite","idq","nice",0,2,1,0,"M",4
"160818_06",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"F",3
"160819_02",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"F",4
"160819_06",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",4
"160819_07",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"F",4
"160822_01",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",4
"160822_03",2,"trial10_1","Impolite","idq","nice",NA,2,NA,NA,"M",4
"160822_04",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",4
"160823_01",2,"trial10_1","Impolite","idq","nice",1,2,2,1,"M",3
"160729_02",2,"trial10_2","Polite","idq","play_with",NA,2,NA,NA,"M",3
"160802_01",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",3
"160802_03",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",4
"160804_01",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",3
"160811_03",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"F",3
"160816_06",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",3
"160817_01",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"F",3
"160817_05",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"M",4
"160817_07",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"M",3
"160818_05",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"M",4
"160818_06",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"F",3
"160819_02",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"F",4
"160819_06",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"M",4
"160819_07",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"F",4
"160822_01",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",4
"160822_03",2,"trial10_2","Polite","idq","play_with",NA,2,NA,NA,"M",4
"160822_04",2,"trial10_2","Polite","idq","play_with",1,2,2,1,"M",4
"160823_01",2,"trial10_2","Polite","idq","play_with",0,2,1,0,"M",3
"160729_02",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",3
"160802_01",2,"trial11_1","Impolite","please","mean",0,2,2,1,"M",3
"160802_03",2,"trial11_1","Impolite","please","mean",0,2,2,1,"M",4
"160804_01",2,"trial11_1","Impolite","please","mean",NA,2,NA,NA,"M",3
"160811_03",2,"trial11_1","Impolite","please","mean",1,2,1,0,"F",3
"160816_06",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",3
"160817_01",2,"trial11_1","Impolite","please","mean",0,2,2,1,"F",3
"160817_05",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",4
"160817_07",2,"trial11_1","Impolite","please","mean",0,2,2,1,"M",3
"160818_05",2,"trial11_1","Impolite","please","mean",0,2,2,1,"M",4
"160818_06",2,"trial11_1","Impolite","please","mean",1,2,1,0,"F",3
"160819_02",2,"trial11_1","Impolite","please","mean",1,2,1,0,"F",4
"160819_06",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",4
"160819_07",2,"trial11_1","Impolite","please","mean",1,2,1,0,"F",4
"160822_01",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",4
"160822_03",2,"trial11_1","Impolite","please","mean",NA,2,NA,NA,"M",4
"160822_04",2,"trial11_1","Impolite","please","mean",1,2,1,0,"M",4
"160823_01",2,"trial11_1","Impolite","please","mean",0,2,2,1,"M",3
"160729_02",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",3
"160802_01",2,"trial11_2","Polite","please","compliance",0,2,1,0,"M",3
"160802_03",2,"trial11_2","Polite","please","compliance",0,2,1,0,"M",4
"160804_01",2,"trial11_2","Polite","please","compliance",NA,2,NA,NA,"M",3
"160811_03",2,"trial11_2","Polite","please","compliance",0,2,1,0,"F",3
"160816_06",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",3
"160817_01",2,"trial11_2","Polite","please","compliance",0,2,1,0,"F",3
"160817_05",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",4
"160817_07",2,"trial11_2","Polite","please","compliance",0,2,1,0,"M",3
"160818_05",2,"trial11_2","Polite","please","compliance",0,2,1,0,"M",4
"160818_06",2,"trial11_2","Polite","please","compliance",1,2,2,1,"F",3
"160819_02",2,"trial11_2","Polite","please","compliance",1,2,2,1,"F",4
"160819_06",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",4
"160819_07",2,"trial11_2","Polite","please","compliance",1,2,2,1,"F",4
"160822_01",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",4
"160822_03",2,"trial11_2","Polite","please","compliance",NA,2,NA,NA,"M",4
"160822_04",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",4
"160823_01",2,"trial11_2","Polite","please","compliance",1,2,2,1,"M",3
"160729_02",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",3
"160802_01",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",3
"160802_03",2,"trial12_1","Impolite","please","polite",0,2,1,0,"M",4
"160804_01",2,"trial12_1","Impolite","please","polite",NA,2,NA,NA,"M",3
"160811_03",2,"trial12_1","Impolite","please","polite",1,2,2,1,"F",3
"160816_06",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",3
"160817_01",2,"trial12_1","Impolite","please","polite",1,2,2,1,"F",3
"160817_05",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",4
"160817_07",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",3
"160818_05",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",4
"160818_06",2,"trial12_1","Impolite","please","polite",0,2,1,0,"F",3
"160819_02",2,"trial12_1","Impolite","please","polite",1,2,2,1,"F",4
"160819_06",2,"trial12_1","Impolite","please","polite",0,2,1,0,"M",4
"160819_07",2,"trial12_1","Impolite","please","polite",1,2,2,1,"F",4
"160822_01",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",4
"160822_03",2,"trial12_1","Impolite","please","polite",NA,2,NA,NA,"M",4
"160822_04",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",4
"160823_01",2,"trial12_1","Impolite","please","polite",1,2,2,1,"M",3
"160729_02",2,"trial12_2","Polite","please","play_with",NA,2,NA,NA,"M",3
"160802_01",2,"trial12_2","Polite","please","play_with",0,2,1,0,"M",3
"160802_03",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",4
"160804_01",2,"trial12_2","Polite","please","play_with",NA,2,NA,NA,"M",3
"160811_03",2,"trial12_2","Polite","please","play_with",1,2,2,1,"F",3
"160816_06",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",3
"160817_01",2,"trial12_2","Polite","please","play_with",1,2,2,1,"F",3
"160817_05",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",4
"160817_07",2,"trial12_2","Polite","please","play_with",0,2,1,0,"M",3
"160818_05",2,"trial12_2","Polite","please","play_with",0,2,1,0,"M",4
"160818_06",2,"trial12_2","Polite","please","play_with",1,2,2,1,"F",3
"160819_02",2,"trial12_2","Polite","please","play_with",1,2,2,1,"F",4
"160819_06",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",4
"160819_07",2,"trial12_2","Polite","please","play_with",1,2,2,1,"F",4
"160822_01",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",4
"160822_03",2,"trial12_2","Polite","please","play_with",NA,2,NA,NA,"M",4
"160822_04",2,"trial12_2","Polite","please","play_with",1,2,2,1,"M",4
"160823_01",2,"trial12_2","Polite","please","play_with",0,2,1,0,"M",3
